epid,fieldnumber,produce,groupname,Field size for selected field for trial (acre),Total Farm size (acre),Unfertilised grain yield kgs/acre Min,Unfertilised grain yield kgs/acre Avg,Unfertilised grain yield kgs/acre Max,Fertilized grain yield(kgs/acre) Min,Fertilized grain yield(kgs/acre) Avg,Fertilized grain yield(kgs/acre) Max,What is the highest maize grain yield in kgs_acre you have seen ,inspectiondate,Primary land preparation+O:AG method used,"If other, please specify",Any secondary land preparation done,Has soil sampling been done on this plot,1st Weeding Grow Stage,1st Weed Num plants harvest,1st Weed ground cover score,1st Weed Pest 1st sympton,Percentage 1st Weed 1st Pest symption,1st Weed Pest 2nd Sympton,Percentage 1st Weed 2nd Pest 2nd Sympton,1st Weed Pest 3rd Sympton,Percentage 1st Weed 3rd Pest Symtom,1st Weed Leaf discolour 1st Symtom,Percentage 1st Weed 1st Leaf discolour Symtom,1st Weed Leaf discolour 2nd Symtom,Percentage 1st Weed 2nd Leaf discolour Symtom,1st Weed Leaf discolour3rd Symtom,Percentage 1st Weed 3rd Leaf discolour Symtom,2nd Weeding date,2nd Weeding Growth Stage,2nd Weeding Weed ground cover score,2nd Weed Pest 1st Sympton,Percentage 2nd Weed Pest 1st Sympton,2nd Weed Pest 2nd Sympton,Percentage 2nd Weed Pest 2nd Sympton,2nd Weed Pest 3rd Sympton,Percentage 2nd Weed Pest 3rd Sympton,2nd Weed leaf discolour 1st Sympton,Percentage 2nd Weed Leaf discolouring 1st Sympton,2nd Weed leaf discolour 2nd Sympton,Percentage 2nd Weed Leaf discolouring 2nd Sympton,2nd Weed leaf discolour 3rd Sympton,Percentage 2nd Weed Leaf discolouring 3rd Sympton,2nd Weeding other problem,1st Top Dressing Date,1st Top Growth Stage,1st Top Weed ground cover score,1st Top Pest 1st Symptom,Percentage 1st Top Pest 1st Symptom,1st Top Pest 2nd Symptom,Percentage 1st Top Pest 2nd Symptom,1st Top Pest 3rd Symptom,Percentage 1st Top Pest 3rd Symptom,1st Top Leaf discoloruing 1st Symptom,Percentage of 1st Top Leaf discoloruing 1st Symptom,1st Top Leaf discoloruing 2nd Symptom,Percentage of 1st Top Leaf discoloruing 2nd Symptom,1st Top Leaf discoloruing 3rd Symptom,Percentage of 1st Top Leaf discoloruing 3rd Symptom,1st Top problems,1st Top any deviaton from protocol,2nd Top  Dressing Date,2nd Top Dressing Growth Stage,Compare leaf colour with leaf colour chart Record leaf colour,Has second top dressing been applied,Note any deviation from top-dressing protocol,2nd Top Pest 1st Symptom,Percentage 2nd Top Pest 1st Symptom,2nd Top Pestnd Symptom,2nd Top Pest 2nd Symptom,2nd Top Pest 3rd Symptom,Percentage 2nd Top Pest 3rd Symptom,2nd Top Leave discolouring 1st Symptom,Percentage 2nd Top Leave discolouring 1st Symptom,2nd Top Leave discolouring 2nd Symptom,Percentage 2nd Top Leave discolouring 2nd Symptom,2nd Top Leave discolouring 3rd Symptom,Percentage 2nd Top Leave discolouring 3rd Symptom,2nd Top Dressing Other Problems
IS015,IS015 RT-R,Maize,Upper West 1,,,,,,,,,,09-Aug-20,Tractor Plough,,leveling is done,YES,V5,42,0-20%,Fall army worms presence,5,,,,,,,,,,,02-Sep-20,V5,0-20%,No visible symptoms,,,,,,,,,,,,,02-Sep-20,V7,0-20%,No disease symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 RT-R,Maize,Upper West 1,,,,,,,,,,09-Aug-20,Tractor Plough,,leveling is done,YES,V5,42,0-20%,Fall army worms presence,5,,,,,,,,,,,02-Sep-20,V5,0-20%,No visible symptoms,,,,,,,,,,,,,02-Sep-20,V5,0-20%,No symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 NT-PK,Maize,Upper West 1,,,,,,,,,,,,,,,V5,46,0-20%,Presence of fall army worms,3,,,,,,,,,,,02-Sep-20,V3,0-20%,Growth difficulties,60,,No disease symptoms,No disease symptoms,O,Pale colouration,90,,,,,,03-Sep-20,V7,0-20%,No disease signs,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 NT-NK,Maize,Upper West 1,,,,,,,,,,09-Aug-20,Tractor Plough,,leveling is done,YES,V5,40,0-20%,Presence of fall army worms,15,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,0,,,,,,,,,,,,02-Sep-20,V4,0-20%,No symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 NT-NK,Maize,Upper West 1,,,,,,,,,,14-Jul-20, Tractor Plough,Plot levelled,Land levelling is done, YES,V5,40,0-20%,Presence of fall army worms,15,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,0,,,,,,,,,,,,02-Sep-20,V4,0-20%,No symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 NT-NP,Maize,Upper West 1,,,,,,,,,,14-Jul-20, Tractor Plough,Plot Levelled,Levelling of land done, YES,V5,43,0-20%,Presence of fall army worms,10,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,,,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,No symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 NT-NP,Maize,Upper West 1,,,,,,,,,,09-Aug-20,Tractor Plough,,leveling is done,YES,V5,43,0-20%,Presence of fall army worms,10,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,,,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,No symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 NT-NPK,Maize,Upper West 1,,,,,,,,,,14-Jul-20, Tractor Plough,Land levelled,Leveling done, YES,V5,47,0-20%,Presence of fall army worms,15,,,,,,,,,,,02-Sep-20,V7,0-20%,No colourations nor disease,0,,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS015,IS015 NT-NPK,Maize,Upper West 1,,,,,,,,,,09-Aug-20,Tractor Plough,,Leveling is done,YES,V5,47,0-20%,Presence of fall army worms,15,,,,,,,,,,,02-Sep-20,V7,0-20%,No colourations nor disease,0,,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016,Farm,Upper West 1,1,13,,0,,500,600,1300,0,14-Jul-20,Tractor Plough,Leveling to be done later,Not done yet,YES,V7,41,0-20%,Fall army worms presence,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 RT-F,Maize,Upper West 1,,,,,,,,,,02-Sep-20,Tractor Plough,Not harrowed,Partially levelled,YES,V7,45,0-20%,Fall aarmy worms presence,10,,,,,,,,,,,02-Sep-20,V7,0-20%,No disease,,,,,,,,,,,,,02-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 RT-F,Maize,Upper West 1,,,,,,,,,,02-Sep-20,Tractor Plough,Not harrowed,Partially levelled,YES,V7,44,0-20%,Fall army worms presence,10,,,,,,,,,,,02-Sep-20,V7,0-20%,No disease,,,,,,,,,,,,,02-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 RT-F,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Leveling to be done later,Yet to be done,YES,V7,45,0-20%,Fall aarmy worms presence,10,,,,,,,,,,,02-Sep-20,V7,0-20%,No disease,,,,,,,,,,,,,02-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 RT-F,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Leveling to be done later,Yet to be done,YES,V7,44,0-20%,Fall army worms presence,10,,,,,,,,,,,02-Sep-20,V7,0-20%,No disease,,,,,,,,,,,,,02-Sep-20,V8,0-20%,No disease signs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 RT-R,Maize,Upper West 1,,,,,,,,,,02-Sep-20,Tractor Plough,Not harrowed,Partially levelled,YES,V4,32,0-20%,No disease,,,,,,,,,,,,02-Sep-20,V6,0-20%,No disease symptoms,,,,,,,,,,,,,02-Sep-20,V8,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 RT-R,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Leveling to be done later,Yet to be complete,YES,V4,32,0-20%,No disease,,,,,,,,,,,,02-Sep-20,V6,0-20%,No disease symptoms,,,,,,,,,,,,,02-Sep-20,V8,0-20%,No disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-PK,Maize,Upper West 1,,,,,,,,,,02-Sep-20,Tractor Plough,Leveling not done,Partially levelled,YES,V7,46,,Fall army worms presence,5,,,,,,,,,,,02-Sep-20,V5,0-20%,No symptoms,,,,,,,,,,,,,02-Sep-20,V4,0-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-NK,Maize,Upper West 1,,,,,,,,,,02-Sep-20,Tractor Plough,Not harrowed,Partially levelled,YES,V7,45,0-20%,Fall army worms presence,,5,,,,,,,,,,02-Sep-20,V5,0-20%,No symptoms,0,,,,,,,,,,,,02-Sep-20,V5,0-20%,No symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-NK,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Leveling to be done later,Not yet done,YES,V7,45,0-20%,Fall army worms presence,,5,,,,,,,,,,02-Sep-20,V5,0-20%,No symptoms,0,,,,,,,,,,,,02-Sep-20,V5,0-20%,No symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-NP,Maize,Upper West 1,,,,,,,,,,02-Sep-20,Tractor Plough,Not harrowed,Partially levelled,YES,V3,45,0-20%,,,,,,,,,,,,,02-Sep-20,V6,0-20%,No disease symptoms,0,,,,,,,,,,,,02-Sep-20,V8,0-20%,No disease,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-NP,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Leveling to be done,Not yet done,YES,V3,45,0-20%,,,,,,,,,,,,,02-Sep-20,V6,0-20%,No disease symptoms,0,,,,,,,,,,,,02-Sep-20,V8,0-20%,No disease,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-NPK,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Leveling yet to be done,Not done yet,YES,V7,145,0-20%,Fall army worms presence,65,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,0,,,,,,,,,,,,02-Sep-20,V7,0-20%,No symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-NPK,Maize,Upper West 1,,,,,,,,,,14-Jul-20,Tractor Plough,Leveling yet to be done,Not done yet,YES,V3,42,0-20%,No symptoms,,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,0,,,,,,,,,,,,02-Sep-20,V7,0-20%,No symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-NPK,Maize,Upper West 1,,,,,,,,,,02-Sep-20,Tractor Plough,Not harrowed,Partially levelled,YES,V7,145,0-20%,Fall army worms presence,65,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,0,,,,,,,,,,,,02-Sep-20,V7,0-20%,No symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS016,IS016 NT-NPK,Maize,Upper West 1,,,,,,,,,,02-Sep-20,Tractor Plough,Not harrowed,Partially levelled,YES,V3,42,0-20%,No symptoms,,,,,,,,,,,,02-Sep-20,V6,0-20%,No symptoms,0,,,,,,,,,,,,02-Sep-20,V7,0-20%,No symptoms,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017,Farm,Upper West 2,1,80,0,,,800,1900,2500,3000,27-Aug-20,Tractor Plough,,hand leveling,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 RT-F,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,27-Aug-20,V5,21-40%,,,,,,,,,,,,,,03-Sep-20,V8,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 RT-R,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,27-Aug-20,V5,21-40%,,,,,,,,,,,,,,03-Sep-20,V8,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 RT-R,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,27-Aug-20,V5,21-40%,,,,,,,,,,,,,,03-Sep-20,V8,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 NT-PK,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,27-Aug-20,V5,21-40%,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 NT-PK,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,27-Aug-20,V5,21-40%,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 NT-NK,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,27-Aug-20,V5,21-40%,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 NT-NP,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,27-Aug-20,V4,21-40%,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 NT-NP,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,,,,,,,,,,,,,27-Aug-20,V4,21-40%,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 NT-NPK,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,Hand leveling,YES,,,,,,,,,,,,,,,,27-Aug-20,V5,21-40%,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS017,IS017 NT-NPK,Maize,Upper West 2,,,,,,,,,,27-Aug-20,Tractor Plough,,Hand leveling,YES,,,,,,,,,,,,,,,,27-Aug-20,,,,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018,Farm,Upper West 2,60,,0,0,,1000,1800,2000,0,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,mill,,,,,,,,,,,,03-Sep-20,V5,21-40%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018,Farm,Upper West 2,60,,0,0,,1000,1800,2000,0,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,mill,,,,,,,,,,,,05-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-F,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,nill,,,,,,,,,,,,03-Sep-20,V7,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-F,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,nill,,,,,,,,,,,,03-Sep-20,V5,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-F,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,21-40%,nill,,,,,,,,,,,,03-Sep-20,V7,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-F,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,21-40%,nill,,,,,,,,,,,,03-Sep-20,V5,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-F,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,nill,,,,,,,,,,,,03-Sep-20,V7,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-F,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,nill,,,,,,,,,,,,03-Sep-20,V5,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-F,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,21-40%,nill,,,,,,,,,,,,03-Sep-20,V7,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-F,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,21-40%,nill,,,,,,,,,,,,03-Sep-20,V5,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 RT-R,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,nill,,,,,,,,,,,,03-Sep-20,V6,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V8,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 NT-PK,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,nill,,,,,,,,,,,,03-Sep-20,V6,21-40%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 NT-NK,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,nil,,,,,,,,,,,,03-Sep-20,V6,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 NT-NP,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,36,0-20%,nill,,,,,,,,,,,,03-Sep-20,V5,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V9,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS018,IS018 NT-NPK,Maize,Upper West 2,,,,,,,,,,03-Sep-20,Tractor Plough,,Hand leveling,YES,V3,35,0-20%,nill,,,,,,,,,,,,03-Sep-20,V5,21-40%,Nill,,,,,,,,,,,,,05-Sep-20,V9,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019,Farm,Upper West 2,1,25,,0,,900,1800,1800,2500,28-Aug-20,Tractor Plough,,Hand leveling,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019 RT-F,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V1,36,0-20%,,,,,,,,,,,,,28-Aug-20,V3,0-20%,nill,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019 RT-R,Maize,Upper West 2,,,,,,,,,,20-Jul-20,Tractor Plough,,Hand leveling,YES,V1,36,0-20%,nill,,,,,,,,,,,,28-Aug-20,V3,0-20%,Nill,,,,,,,,,,,,,03-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019 NT-PK,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,hand leveling,YES,V1,36,0-20%,nill,,,,,,,,,,,,28-Aug-20,V3,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019 NT-NK,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,hand leveling,YES,V1,36,21-40%,,,,,,,,,,,,,28-Aug-20,V3,0-20%,,,,,,,,,,,,,,03-Sep-20,V7,21-40%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019 NT-NP,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,Hand leveling,Hand leveling,YES,V1,36,21-40%,,,,,,,,,,,,,28-Aug-20,V3,0-20%,FAW attack,2,,,,,,,,,,,,03-Sep-20,V6,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019 NT-NP,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,Hand leveling,Hand leveling,YES,V1,36,21-40%,,,,,,,,,,,,,28-Aug-20,V3,0-20%,FAW attack,2,,,,,,,,,,,,03-Sep-20,V6,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019 NT-NPK,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V1,28,0-20%,birds removing seedlings,,,,,,,,,,,,28-Aug-20,V3,21-40%,,,,,,,,,,,,,,03-Sep-20,V7,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS019,IS019 NT-NPK,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V1,28,0-20%,birds removing seedlugs,2,,,,,,,,,,,28-Aug-20,V3,21-40%,,,,,,,,,,,,,,03-Sep-20,V7,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020,Farm,Upper West 2,1,0,,0,,600,1500,2500,3000,28-Aug-20,Tractor Plough,,Hand leveling,YES,V1,32,0-20%,birds removing seeds,5,,,,,,,,,,,28-Aug-20,V3,0-20%,nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 RT-F,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V2,35,0-20%,Nil,,,,,,,,,,,,28-Aug-20,V4,21-40%,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 RT-R,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V1,36,0-20%,nil,,,,,,,,,,,,28-Aug-20,V4,21-40%,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 RT-R,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V1,36,0-20%,nil,,,,,,,,,,,,28-Aug-20,V4,21-40%,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 RT-R,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V2,36,0-20%,nil,,,,,,,,,,,,28-Aug-20,V4,21-40%,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 RT-R,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V2,36,0-20%,nil,,,,,,,,,,,,28-Aug-20,V4,21-40%,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 NT-PK,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V3,33,0-20%,,,,,,,,,,,,,28-Aug-20,V3,21-40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 NT-NK,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,hand leveling,YES,VE,35,0-20%,no,,,,,,,,,,,,28-Aug-20,V3,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 NT-NP,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V2,34,21-40%,no,,,,,,,,,,,,28-Aug-20,V4,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS020,IS020 NT-NPK,Maize,Upper West 2,,,,,,,,,,28-Aug-20,Tractor Plough,,Hand leveling,YES,V1,35,0-20%,nil,,,,,,,,,,,,28-Aug-20,V4,21-40%,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS021,IS021,Farm,Upper West 2,1,30,,0,,300,600,800,1000,,,,,,,,,,,,,,,,,,,,,05-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS021,IS021 RT-F,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,hand leveling,YES,V2,36,0-20%,,,,,,,,,,,,,19-Aug-20,V7,0-20%,,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS021,IS021 RT-R,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,hand leveling,YES,V6,36,0-20%,,,,,,,,,,,,,19-Aug-20,V7,0-20%,,,,,,,,,,,,,,05-Sep-20,V10,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS021,IS021 NT-PK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,hand be leveling,YES,V3,36,0-20%,,,,,,,,,,,,,05-Sep-20,V7,0-20%,Nill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS021,IS021 NT-PK,Maize,Upper West 2,,,,,,,,,,19-Aug-20,Tractor Plough,,hand be leveling,YES,V3,36,0-20%,,,,,,,,,,,,,19-Aug-20,V4,0-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
